"Find School/District Results"

"OrganizationType","District","OrganizationCode","OrganizationName","Street","City","State","ZIP","Phone","Fax","Website","Education Program","Program Type","Inter-District Magnet","Pre Kindergarten","Kindergarten","Grade 1","Grade 2","Grade 3","Grade 4","Grade 5","Grade 6","Grade 7","Grade 8","Grade 9","Grade 10","Grade 11","Grade 12"
"Public Schools","Chester School District",="0260111","Chester Elementary School","23 Ridge Rd.","Chester","CT","06412-1121","860-526-5797",,"http://www.Reg4.k12.ct.us",,,,="1",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0"
"Public School Districts","Chester School District",="0260011","Chester School District","1 Winthrop Road","Deep River","CT",="06417","860-526-2417",,"http://www.reg4.k12.ct.us",,,,,,,,,,,,,,,,,
"Public Schools","Clinton School District",="0270111","Abraham Pierson School","75 East Main St.","Clinton","CT","06413-2036","860-664-6502","860-664-6582","https://sites.google.com/a/clintonpublic.net/pierson/",,,,="0",="0",="0",="0",="0",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Public School Districts","Clinton School District",="0270011","Clinton School District","137 B Glenwood Road","Clinton","CT",="06413","860-664-6500","860-664-6580","http://www.clintonpublic.net",,,,,,,,,,,,,,,,,
"Public Schools","Clinton School District",="0275111","Jared Eliot School","69 Fairy Dell Rd.","Clinton","CT","06413-2403","860-664-6503","860-664-6583","https://sites.google.com/a/clintonpublic.net/jared-eliot/",,,,="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="0",="0",="0",="0"
"Public Schools","Clinton School District",="0270311","Lewin G. Joel Jr. School","137A Glenwood Rd.","Clinton","CT","06413-1425","860-664-6501","860-664-6581","https://sites.google.com/a/clintonpublic.net/lewin-g-joel/",,,,="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Clinton School District",="0276111","The Morgan School","71 Killingworth Tpke.","Clinton","CT","06413-1399","860-664-6504","860-664-6548","https://sites.google.com/a/clintonpublic.net/morgan/",,,,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Public Schools","Colchester School District",="0286111","Bacon Academy","611 Norwich Ave.","Colchester","CT","06415-2142","860-537-2378","860-537-5440","http://www.colchesterct.org",,,,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Program","Colchester School District",="0280511","Bacon Academy Alternative Education","84 Main Street","Colchester","CT",="06415","860-537-8912","860-537-8913","http://www.colchesterct.org",,"Alternative",,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Public Schools","Colchester School District",="0280411","Colchester Elementary School","315 Halls Hill Rd.","Colchester","CT","06415-1462","860-537-0717","860-537-6573","http://www.colchesterct.org",,,,="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
"Public School Districts","Colchester School District",="0280011","Colchester School District","127 Norwich Avenue, Suite 202","Colchester","CT",="06415","860-537-7267",,"http://www.colchesterct.org",,,,,,,,,,,,,,,,,
"Public Schools","Colchester School District",="0280211","Jack Jackter Intermediate School","215 Halls Hill Rd.","Colchester","CT","06415-1433","860-537-9421","860-537-0349","http://www.colchesterct.org",,,,="0",="0",="0",="0",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Program","Colchester School District",="0280611","School Resilience Program","215 Halls Hill Rd","Colchester","CT",="06415","860-537-3103","860-537-6391","http://www.colchesterct.org",,"Dropout Diversion/Credit Recovery",,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Public Schools","Colchester School District",="0285111","William J. Johnston Middle School","360 Norwich Ave.","Colchester","CT","06415-1272","860-537-2313","860-537-6258","http://www.colchesterct.org",,,,="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="0",="0",="0",="0"
"Public Schools","Colebrook School District",="0290111","Colebrook Consolidated School","452 Smith Hill Road, P.O. Box 9","Colebrook","CT",="06021","860-379-2179","860-379-9506","http://www.colebrookschool.org",,,,="0",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0"
"Public School Districts","Colebrook School District",="0290011","Colebrook School District","Box 9, 452 Smith Hill Roa","Colebrook","CT",="06021","860-379-2179",,"http://www.colebrookschool.org",,,,,,,,,,,,,,,,,
"Public School Districts","Columbia School District",="0300011","Columbia School District","3 Schoolhouse Road","Columbia","CT",="06237","860-228-9493",,"http://www.hwporter.org",,,,,,,,,,,,,,,,,
"Public Schools","Columbia School District",="0300111","Horace W. Porter School","3 Schoolhouse Road, P.O. Box 166","Columbia","CT","06237-0166","860-228-9493",,"http://www.hwporter.org",,,,="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0"
"Public Charter Schools","Common Ground High School District",="2686113","Common Ground High School","358 Springside Ave.","New Haven","CT",="06515","203-389-4333",,"http://www.commongroundct.org",,,,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Public Charter School Districts","Common Ground High School District",="2680013","Common Ground High School District","358 Springside Ave.","New Haven","CT",="06515","203-389-0823",,,,,,,,,,,,,,,,,,,
"CT Technical Education and Career Schools","Connecticut Technical Education and Career System",="9001516","A. I. Prince Technical High School","401 Flatbush Ave.","Hartford","CT",="06106","860-951-7112",,"http://prince.cttech.org/",,,,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Program","Connecticut Technical Education and Career System",="9009216","Bristol Technical Education Center","431 Minor Road","Bristol","CT",="06010","860-584-8433","860-584-0795","http://bristol.cttech.org/",,"Technical Satellite",,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1"
"CT Technical Education and Career Schools","Connecticut Technical Education and Career System",="9001116","Bullard-Havens Technical High School","500 Palisade Ave.","Bridgeport","CT","06610-3458","203-579-6333",,"http://bullard-havens.cttech.org/",,,,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Program","Connecticut Technical Education and Career System",="9009316","CT AERO Tech","Brainard Airport,  500 Lindbergh Drive","Hartford","CT",="06114","860-566-1234",,"http://ctaero.cttech.org/",,"Technical Satellite",,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1"
"CT Technical Education and Career Districts","Connecticut Technical Education and Career System",="9000016","Connecticut Technical Education and Career System","39 Woodland Street","Hartford","CT",="06105","860-807-2200","860-807-2196","http://www.cttech.org/",,,,,,,,,,,,,,,,,
"CT Technical Education and Career Schools","Connecticut Technical Education and Career System",="9001916","E. C. Goodwin Technical High School","735 Slater Rd.","New Britain","CT","06053-2200","860-827-7736",,"http://goodwin.cttech.org/",,,,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"CT Technical Education and Career Schools","Connecticut Technical Education and Career System",="9001416","Eli Whitney Technical High School","100 Fairview Ave","Hamden","CT",="06514","203-397-4031",,"http://whitney.cttech.org/",,,,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"CT Technical Education and Career Schools","Connecticut Technical Education and Career System",="9002716","Ella T. Grasso Technical High School","189 Fort Hill Rd.","Groton","CT","06340-4803","860-448-0220",,"http://grasso.cttech.org/",,,,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"CT Technical Education and Career Schools","Connecticut Technical Education and Career System",="9002516","Emmett O'Brien Technical High School","141 Prindle Ave.","Ansonia","CT","06401-2561","203-732-1800",,"http://obrien.cttech.org/",,,,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"CT Technical Education and Career Schools","Connecticut Technical Education and Career System",="9001716","H. C. Wilcox Technical High School","298 Oregon Rd.","Meriden","CT",="06450","203-238-6260",,"http://wilcox.cttech.org/",,,,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"CT Technical Education and Career Schools","Connecticut Technical Education and Career System",="9001316","H. H. Ellis Technical High School","613 Upper Maple St.","Danielson","CT",="06239","860-412-7500","860-779-2565","http://ellis.cttech.org/",,,,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"CT Technical Education and Career Schools","Connecticut Technical Education and Career System",="9001216","Henry Abbott Technical High School","21 Hayestown Ave.","Danbury","CT",="06811","203-797-4460",,"http://abbott.cttech.org/",,,,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"CT Technical Education and Career Schools","Connecticut Technical Education and Career System",="9001616","Howell Cheney Technical High School","791 West Middle Tpke.","Manchester","CT",="06040","860-649-5396",,"http://cheney.cttech.org/",,,,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"CT Technical Education and Career Schools","Connecticut Technical Education and Career System",="9002116","J. M. Wright Technical High School","120 Bridge St.","Stamford","CT",="06905","203-324-7363",,"http://wright.cttech.org/",,,,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"CT Technical Education and Career Schools","Connecticut Technical Education and Career System",="9002016","Norwich Technical High School","7 Mahan Drive","Norwich","CT","06360-7044","860-889-8453",,"http://norwich.cttech.org/",,,,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"CT Technical Education and Career Schools","Connecticut Technical Education and Career System",="9002216","Oliver Wolcott Technical High School","75 Oliver St.","Torrington","CT","06790-3859","860-496-5300",,"http://wolcott.cttech.org/",,,,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"CT Technical Education and Career Schools","Connecticut Technical Education and Career System",="9002616","Platt Technical High School","600 Orange Ave.","Milford","CT","06461-2157","203-783-5300",,"http://platt.cttech.org/",,,,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Program","Connecticut Technical Education and Career System",="9009116","Stratford School for Aviation Maintenance Technicians","Sikorsky Memorial Airport, 200 Great Mea","Stratford","CT",="06615","203-381-9250","203-381-0764","http://ssamt.cttech.org/",,"Technical Satellite",,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1"
"CT Technical Education and Career Schools","Connecticut Technical Education and Career System",="9001816","Vinal Technical High School","60 Daniels St.","Middletown","CT","06457-4941","860-344-7100",,"http://vinal.cttech.org/",,,,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"CT Technical Education and Career Schools","Connecticut Technical Education and Career System",="9002316","W. F. Kaynor Technical High School","43 Tompkins St.","Waterbury","CT","06708-1416","203-596-4302",,"http://kaynor.cttech.org/",,,,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"CT Technical Education and Career Schools","Connecticut Technical Education and Career System",="9002416","Windham Technical High School","210 Birch St.","Willimantic","CT","06226-2108","860-456-3879",,"http://windham.cttech.org/",,,,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Regional Education Service Center School Districts","Cooperative Educational Services",="2430014","Cooperative Educational Services","40 Lindeman Drive","Trumbull","CT",="06611","203-365-8803",,,,,,,,,,,,,,,,,,,
"Program","Cooperative Educational Services",="2439214","Developmental Learning Center (DLC)","25 Oakview Dr.","Trumbull","CT",="06611","203-365-8868",,"http://www.ces.k12.ct.us",,"Special Education",,="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1",="1",="1",="1"
"Program","Cooperative Educational Services",="2439114","Preschool-Primary Learning Center (PLC)","25 Oakview Dr.","Trumbull","CT",="06611","203-365-8866",,"http://www.ces.k12.ct.us",,"Special Education",,="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0"
"Program","Cooperative Educational Services",="2439314","RISE Transitional Program","25 Oakview Dr","Trumbull","CT",="06611","203-365-8800",,"http://www.ces.k12.ct.us",,"Transition Community-Based",,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1"
"Program","Cooperative Educational Services",="2439900","Regional Center for the Arts - Part Time","23 Oakview Drive","Trumbull","CT",="06611","203-365-8800",,"http://www.ces.k12.ct.us",,"Part-time Magnet","Yes",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Program","Cooperative Educational Services",="2438014","School Readiness","40 Lindeman Dr.","Trumbull","CT",="06611","203-365-8996",,"http://www.ces.k12.ct.us",,"Pre-Kindergarten",,="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
"Regional Education Service Center Schools","Cooperative Educational Services",="2430114","Six-Six Magnet School","601 Pearl Harbor St.","Bridgeport","CT",="06610","203-330-6775",,"http://www.ces.k12.ct.us",,,"Yes",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0"
"Program","Cooperative Educational Services",="2439414","Therapeutic Day Program","25 Oakview Dr.","Trumbull","CT",="06611","203-365-8901",,,,"Special Education",,="0",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1"
"Program","Cooperative Educational Services",="2430214","Transition Learning Center","25 Oakview Dr.","Trumbull","CT",="06611","203-365-8800",,"http://www.ces.k12.ct.us",,"Public School-Based Transition Program",,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1"
"Public Schools","Cornwall School District",="0310111","Cornwall Consolidated School","5 Cream Hill Rd.","West Cornwall","CT",="06796","860-672-6617","860-672-6685","http://cornwallschool.org",,,,="0",="1",="1",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0"
"Public School Districts","Cornwall School District",="0310011","Cornwall School District","5 Cream Hill Road","Cornwall","CT",="06796","860-672-6617",,"http://cornwallschool.org",,,,,,,,,,,,,,,,,
"Public Schools","Coventry School District",="0325111","Capt. Nathan Hale School","1776 Main Street","Coventry","CT","06238-1656","860-742-7334",,"http://www.coventrypublicschools.org",,,,="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="0",="0",="0",="0"
"Public Schools","Coventry School District",="0320111","Coventry Academy","78 Ripley Hill Road","Coventry","CT",="06238","860-742-3532","860-742-3533","http://www.coventrypublicschools.org",,,,="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1",="1"
"Public Schools","Coventry School District",="0320211","Coventry Grammar School","3453 Main Street","Coventry","CT","06238-1568","860-742-7313",,"http://www.coventrypublicschools.org",,,,="0",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Coventry School District",="0326111","Coventry High School","78 Ripley Hill Road","Coventry","CT","06238-1653","860-742-7346",,"http://www.coventrypublicschools.org",,,,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Public School Districts","Coventry School District",="0320011","Coventry School District","1700 Main Street","Coventry","CT",="06238","860-742-7317",,"http://www.coventrypublicschools.org",,,,,,,,,,,,,,,,,
"Public Schools","Coventry School District",="0320411","George Hersey Robertson School","227 Cross Street","Coventry","CT","06238-3304","860-742-7341",,"http://www.coventrypublicschools.org",,,,="0",="0",="0",="0",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Program","Coventry School District",="0320311","Hale Early Education Center","1776 Main Street","Coventry","CT",="06238","860-742-4550","860-742-5736","http://www.coventrypublicschools.org/schools/heec",,"Pre-Kindergarten",,="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
