Municipality,Initials,Fisc_Year_End,numbered,Comptroller Town Code,County_Identifier,Invested In Capital Assets Net of Related Debt,Unrestricted Net Assets,Total Net Assets,Change In Net Assets,Inter_Gov_Rev,Tax_Rev,Total_Revenue,Education,Debt_Service,Total_Expenditures,TOTAL_Trans_to_Genl_Fund,Other_Financing_Sources,TOTAL_Trans_from_Genl_Fund,Other_Financing_Uses,Operating_Surplus_(Deficit)_Including_Transfers,Prior_Yr_OP_Surplus_(Def)_including_sources_and_uses,Operating_Surplus_(Deficit)_Including_Sources_And_Uses,Special / Extraordinary Items,RSD_DEBT,TOWN_Bonded_Long_Term_Debt,Total_Bonded_Long_Term_Debt_(RSD_+_Town),Reserv_Fund_Bal,Design_Fund_Bal,Total_Fund_Bal,Restatement (Y or N),Unreserved_Fund_Bal,Deficit - Individual Enterprise Funds (Y or N),Deficit - Individual Internal Service Funds (Y or N),Curr_Year_Adjusted_Taxes_Collectible,Curr_Year_Taxes_Collected,Curr_Year_Tax_Collection_Rate,Total_Adjusted_Taxes_Collectible,Total_Taxes_Collected,Overal_Total_Tax_Collection_Rate,Population,Moody's_Bond_Ratings,area lmt,ACGLFY,EGL,TANF Recipients,empl,ACMR,enrollmt,RPA Identifier
HAMDEN,BP,2010,63,62,NH,132386138,-217613488,-85227350,-46084129,40619842,125961736,173070065,83759620,12868619,181852150,297304,13813291,0,13081300,-8484781,880581,-8050094,0,,95243528,95243528,0,0,574675,N,574675,N,Y,126148748,124111922,0.983853775544407,128130613,124272025,0.969885510498572,61054,Aa3,32.78,4311938827,6351601147.01,431,0.086897904154921,29.41,6883.82,South Central Regional COG
HAMPTON,BP,2010,64,63,W,4856608,1524253,8206146,66935,1738203,3764908,5621874,4124942,0,5417232,0,0,172157,172157,32485,58418,32485,0,0,36764,36764,22371,0,947470,N,925099,N,N,3783633,3679321,0.972430729936017,3867484,3713463,0.960175400854923,1864,,25,152670154,218166754.29,6,0.111702127659574,24.85,223.43,Windham Region COG
HARTFORD,BP,2010,65,64,H,956310000,36231000,1056105000,69699000,267840000,266990000,551036000,305210000,37163000,506731000,2884000,2884000,44854000,44854000,2335000,-11587000,2335000,0,,303087000,303087000,148000,0,18648000,N,18500000,N,Y,260038000,249186000,0.958267637806782,283787000,256403000,0.903505093608939,124744,Aa3,17.309999999999999,3471479869,7309947142.04,6822,0.165849023676097,72.790000000000006,21318.38,Capital Region COG
HARTLAND,BP,2010,66,65,H,7026369,1386135,8426072,328287,1779049,4526367,6413466,4486859,446746,6098910,56,56,305185,305185,9427,28298,9427,0,,1953272,1953272,0,142253,770708,N,770708,N,N,4532107,4469635,0.986215682904221,4593265,4512762,0.98247368701784,2114,A1,33.020000000000003,194386080,280976603.68,1,0.067699836867863,23.25,317.05,Litchfield Hills Cncl of Elected Ofcls
HARWINTON,BP,2010,67,66,L,16424481,4643042,21067523,1445162,3737842,12889426,16896306,10978122,869920,17571596,164192,764192,193431,193431,-704529,-401765,-104529,0,8070934.41,600000,8670934.41,0,0,2387179,N,2387179,N,N,12679913,12456185,0.982355714901198,13376592,12623066,0.943668312526838,5651,,30.74,554661230,793695065.71,5,0.071094480823199,23,935.8,Litchfield Hills Cncl of Elected Ofcls
HEBRON,BP,2010,68,67,T,47008061,6339484,53358965,-484625,8098555,24234224,33093599,25224497,1909982,33187608,1230000,1230000,1107522,1107522,28469,-455647,28469,0,13989369.3,10255810,24245179.3,213975,0,3427023,N,3213048,N,N,24208195,23821495,0.98402607051042,24850991,24163986,0.972355026002786,9704,Aa2,36.89,855732850,1133998455.77,10,0.068060114009328,28.17,2118.04,Capital Region COG
KENT,JG,2010,69,68,L,8606816,3582094,12261056,902819,705760,9191889,10238250,6412867,839119,9745923,33400,33400,395500,395500,130227,-55117,130227,0,731523.52,5825000,6556523.52,0,281000,2604208,N,2604208,N,N,9141395,9039494,0.988852795443146,9406601,9131049,0.970706528319847,2979,Aa2,48.47,651748430,931212628.57,4,0.074119827053737,14.11,354.95,Northwestern CT COG
KILLINGLY,JG,2010,70,69,W,95429775,21309425,116858835,24033553,21503559,26596244,50359750,39087800,2832211,50481708,524425,7952798,7525472,7525472,-7123005,-620788,305368,0,,24974473,24974473,655055,1158780,8457670,N,7802615,N,N,26462489,25814694,0.975520254349468,27672584,26347633,0.952120445275367,17411,Aa2,48.52,1296895370,1738014001.27,224,0.114378062767178,18.149999999999999,2588.06,Northeastern CT COG
KILLINGWORTH,BP,2010,71,70,M,26600419,5562121,32162540,-460758,2304491,17108256,19965801,16001735,319257,19844579,0,0,1281239,1281239,-1160017,503024,-1160017,0,9023334.28,2941767,11965101.28,0,1240854,3339677,N,3339677,N,N,17022510,16920866,0.994028847684625,17146154,17012384,0.992198250406476,6531,Aa2,35.32,808160971,1092312963.22,7,0.066959385290889,21,1149.02,CT River Estuary RPA
LEBANON,BP,2010,72,71,NL,31181108,4570021,38287573,482064,7730824,14089190,23625244,18184933,1292142,22285416,4928,4928,1288111,1288111,56645,226357,56645,0,,5102825,5102825,21013,0,3814321,N,3793308,N,N,13884841,13535667,0.974852142707288,14368228,13873260,0.965551214805333,7316,Aa2,54.1,652218798,932756311.43,18,0.083390607101947,21.3,1304,Windham Region COG
LEDYARD,JG,2010,73,72,NL,42237973,7324016,49636001,-4303255,17198885,29915160,50180445,31074028,1192322,49061088,430598,430598,1885875,1885875,-335920,265388,-335920,0,,13217800,13217800,235000,44911,3282661,N,3047661,N,N,29787129,29402474,0.987086536604451,30219476,29681660,0.982203000475587,15055,Aa2,38.14,1178301472,1675024840.07,44,0.078229300854901,25.65,2597.06,Southeastern CT COG
LISBON,BP,2010,74,73,NL,6405640,2006299,8735704,882248,4140849,6698323,12459612,9423614,1856655,12116688,0,0,82488,82488,260436,35527,260436,0,,4912077,4912077,101341,0,1583187,N,1481846,N,N,6631822,6481342,0.977309403056958,6829405,6578265,0.963226664694801,4345,A1,16.25,393450533,565225684.64,27,0.081386586284853,16.899999999999999,757.87,Southeastern CT COG
LITCHFIELD,KE,2010,75,74,L,35787000,10781000,46578000,1258000,2703000,23398000,26565000,16656000,3393000,26481000,458000,11998000,532000,12072000,10000,146000,10000,0,,31934000,31934000,403000,0,4066000,N,3663000,N,N,23154000,22767000,0.983285825343353,23759000,23176000,0.975461930215918,8462,Aa2,56.06,1089997487,1557736187.14,23,0.082198106672824,21.2,1233.19,Litchfield Hills Cncl of Elected Ofcls
LYME,JG,2010,76,75,NL,5975466,1713045,7694511,476478,328690,7722745,8219601,5524057,416318,8304933,141257,141257,4000,4000,51925,-311715,51925,0,2968105.51,1020167,3988272.51,189955,344512,1149975,N,960020,N,N,7634376,7575020,0.992225166798177,7793667,7661420,0.9830314792767,2409,,31.85,602060440,860149200,2,0.069644208932627,12.75,315.07,CT River Estuary RPA
MADISON,KE,2010,77,76,NH,71944321,12888626,85602888,2586101,6933498,63122476,72420792,49706628,4523878,69787527,154100,19754030,2764802,22192610,22563,572455,194685,0,,39712482,39712482,630966,250000,9064122,N,8433156,N,N,63270649,62913828,0.994360402403965,63845570,63082598,0.98804972686437,18266,Aaa,36.18,3418584858,4435997612.02,11,0.063818889571809,18.62,3747.15,South Central Regional COG
MANCHESTER,JG,2010,78,77,H,94969000,6886000,106018000,-285000,40373000,114544000,159424000,101255000,8941000,158275000,1513000,6621000,3546000,8547000,-884000,-2367000,-777000,0,,83909000,83909000,2451000,3692000,15500000,N,13049000,N,Y,123881000,121712000,0.982491261775413,127836000,123302000,0.964532682499452,58354,Aa1,27.25,4267835885,6155739358.19,806,0.088089622641509,30.32,7470.54,Capital Region COG
MANSFIELD,JG,2010,79,78,T,70198169,4314520,74845290,3714417,18543734,23989637,43388918,30342499,663947,41586927,2500,2500,1685010,1685010,119481,140394,119481,0,8110733.35,2151816,10262549.35,381593,0,2247488,Y,1865895,N,N,23909203,23519555,0.983703011764968,24467762,23760005,0.971073897154958,26685,Aa2,44.46,926340907,1457680568.43,35,0.074549581500922,25.71,1954.34,Windham Region COG
MARLBOROUGH,KE,2010,80,79,H,23906939,2958192,26865131,950852,3911325,16621819,20792083,14609129,1806995,20701320,23200,23200,103200,103200,10763,-425664,10763,0,7907264.87,13392494,21299758.87,255276,568683,2694280,N,2439004,N`,N,16531506,16422984,0.99343544381256,16705888,16521018,0.988933841768842,6406,Aa2,23.28,621728229,864120394.76,11,0.073394495412844,26.48,1219.21,Capital Region COG
MERIDEN,JG,2010,81,80,NH,113032614,-51487563,62801599,-3498945,61269332,106582511,175087850,99309776,14398546,176004847,811979,37071102,62875,36102988,-167893,4776336,51117,0,,68666078,68666078,981769,1000000,14302825,N,13321056,Y,Y,105882618,103229589,0.974943677724327,112660089,105475970,0.936231907290611,60936,A1,23.74,3634871611,5216822520.53,1529,0.112909557602295,28.85,9245.94,South Central Regional COG
MIDDLEBURY,JG,2010,82,81,NH,38529544,10717905,49247449,255243,912785,25389486,27191443,17508656,997159,26796943,70000,70000,192180,192180,272320,328154,272320,0,8165929.44,5065277,13231206.44,0,526000,3821137,N,3821137,N,N,25441931,25007831,0.982937615859425,25974372,25180638,0.969441648098364,7606,Aa2,17.75,1073349050,1466080059.3,10,0.07175112895133,23.63,1370.86,COG of Central Naugatuck Valley
MIDDLEFIELD,BP,2010,83,82,M,4909629,4808856,9718485,373079,2135948,11430072,13821978,10358074,501633,13699867,246042,246042,198579,198579,169574,90682,169574,0,6238957.28,5420380,11659337.28,115138,0,1149307,N,1034169,N,N,11421007,11230161,0.983289914803484,11639319,11353285,0.975425194549612,4430,,12.7,448088334,633422988.74,2,0.077232502011263,25.69,738.16,Midstate RPA
MIDDLETOWN,JG,2010,84,83,M,287765000,19626000,308480000,3591000,32211000,89733000,130568000,72244000,14465000,117250000,599000,1444000,14652000,14652000,-735000,-3076000,110000,0,,73021000,73021000,2111000,1920000,15960000,N,13849000,N,N,95330000,93258000,0.978264974299801,99198000,95136000,0.959051593782133,47697,Aa2,40.9,3502729129,5585366023.43,535,0.089038561172378,25.5,5340.37,Midstate RPA
MILFORD,BP,2010,85,84,NH,143992000,-15090000,129161000,-12100000,22212000,147150000,175643000,106657000,10048000,176451000,545000,16730000,1466000,17365000,-1729000,658000,-1443000,0,,126455000,126455000,3341000,2000000,17803000,N,14462000,N,N,146988000,144241000,0.981311399570033,154308000,146018000,0.946276278611608,52759,Aa1,22.56,3321676305,6972378127.59,222,0.09244210323451,27.5,7166.76,South Central Regional COG
MONROE,JG,2010,86,85,F,43728675,-1403609,42396413,-1885025,11597967,62534910,75549157,53939216,5016381,74819797,49339,49339,615700,615700,162999,1072905,162999,0,,44017692,44017692,1051566,370000,4600816,N,3549250,N,Y,62457178,61590477,0.986123276335028,63312797,62088702,0.980665914980821,19466,Aa2,26.13,2118469134,3562432689.32,28,0.077318623784592,29.5,3957.69,Greater Bridgeport RPA
MONTVILLE,BP,2010,87,86,NL,62661415,-5038207,57623208,462690,20243386,32768842,55560056,38609352,4865597,57617236,22500,10931458,80000,10840593,-2114680,-3353430,-1966315,0,,41289170,41289170,3248357,432000,7041843,N,3793486,N,N,32151793,31558711,0.981553688156676,33575947,32182245,0.958491059090604,19594,Aa2,42.01,1501524675,2036255401.19,125,0.090817999635635,21.43,2765.67,Southeastern CT COG
MORRIS,BP,2010,88,87,L,5390906,1739977,7275548,225398,722417,7157534,8098106,5809619,0,7866630,0,0,75000,75000,156476,19795,156476,0,1746665.23,0,1746665.23,0,175000,1225413,N,1225413,N,N,7110867,7063372,0.993320786340119,7180870,7111535,0.990344484721211,2390,,17.190000000000001,345781130,580352540.2,8,0.084592145015106,20.6,359.15,Litchfield Hills Cncl of Elected Ofcls
NAUGATUCK,JG,2010,89,88,NH,103244478,-3821118,102378830,-9724376,32171552,63441375,103132862,56650313,10122433,99723011,0,240209,3173285,3173285,236566,486821,476775,0,,94542310,94542310,0,970000,10635816,N,10635816,N,Y,63291382,60673085,0.958631066074683,71106281,62683722,0.881549718512209,31880,Aa2,16.39,2009712850,2692330967.66,291,0.115203076743779,31.52,5104.7299999999996,COG of Central Naugatuck Valley
NEW BRITAIN,JG,2010,90,89,H,153258000,-50521000,105220000,5088000,94014000,103052000,208806000,120254000,26138000,188565000,4278000,4278000,25507000,25507000,-988000,-3125000,-988000,0,,177837000,177837000,1372000,0,9027000,N,7655000,N,Y,102274000,98267000,0.960820932006179,113416000,101570000,0.895552655709953,73253,A1,13.34,2920850373,4136232103.81,2585,0.130657210913815,34.979999999999997,10873.74,Central CT RPA
NEW CANAAN,JG,2010,91,90,F,97952587,17865700,115818287,5497010,7219666,109306026,121036644,74379919,13080289,118721020,0,26122817,76125,26098942,2239499,2917907,2339499,0,,121840248,121840248,2315785,2769936,20647418,N,18331633,N,N,109817769,108948122,0.992080999205147,111458074,109797331,0.985099841219219,19732,Aaa,22.13,8141691460,11631228942.86,7,0.063536846857014,13.351000000000001,4094.29,South Western RPA
NEW FAIRFIELD,BP,2010,92,91,F,39027907,19305164,58333071,-102181,8513528,37807400,47914872,31846816,2487391,47104937,80410,80410,1457405,1457405,-567060,1094623,-567060,0,,23120000,23120000,431180,0,8000974,N,7569794,N,N,37690470,37385650,0.991912544470791,38035321,37597560,0.988490671604954,13871,Aa1,20.46,1838553506,2522788136.18,39,0.079867549668874,20.61,2984.6,Housatonic Council of Elected Ofcls
NEW HARTFORD,BP,2010,93,92,L,10236647,1760535,12021662,-2579247,4526486,16857985,21731738,15906763,735821,21313898,81500,8981500,360500,5334422,138840,291514,4064918,0,3113773.53,14343000,17456773.53,3939455,675066,7459342,N,3519887,N,N,16700494,16447947,0.98487787247491,17102491,16676073,0.975066906920167,6994,Aa3,37.020000000000003,697343191,1007330607.14,8,0.080040271834886,23.9,1139.44,Litchfield Hills Cncl of Elected Ofcls
NEW HAVEN,JG,2010,94,93,NH,790216721,-37143425,765623489,52069528,228896975,206824921,477894161,194071482,63714395,479433769,0,3775000,2083464,2083464,-3623072,517531,151928,0,,514673372,514673372,7000000,0,16177717,N,9177717,N,Y,206066188,201314351,0.976940239220614,212236531,204362746,0.962900896641587,129946,A1,18.850000000000001,5354718975,8460921705.24,4408,0.130740330750394,42.21,17704.41,South Central Regional COG
NEW LONDON,BP,2010,95,95,NL,176388714,13382537,189771251,-2200914,34147546,39338106,79176728,39208343,4422533,79132258,530398,530398,379401,379401,195467,-57641,195467,0,,37917819,37917819,11136,0,6309327,N,6298191,N,N,39299610,38497317,0.979585217257881,40657354,39008517,0.959445540897718,27643,,5.54,1545631295,2347432932.86,790,0.111103542234332,25.49,3467.5,Southeastern CT COG
NEW MILFORD,BP,2010,96,96,L,100406466,62316923,162723389,238561,19563915,68199386,92228186,60425864,5819761,91382527,1027484,1304763,1209823,1209823,663320,951232,940599,0,,32968419,32968419,1693723,1318851,13714966,N,12021243,N,N,67663773,66290924,0.97971072349158,69801438,67457394,0.966418399575092,28145,Aa1,61.58,3035802015,4399655945.2,102,0.075859950859951,22.52,4775.9399999999996,Housatonic Council of Elected Ofcls
NEWINGTON,BP,2010,97,94,H,62260000,29240000,92173000,10351000,22932000,75594000,99848000,63212000,2735000,94743000,99000,3739000,4321000,7892000,883000,1047000,952000,0,,15774000,15774000,1745000,2000000,17643000,N,15898000,N,N,75091000,74378000,0.990504854110346,76210000,75057000,0.984870751869833,30599,Aa2,13.17,2645387187,3955308064.03,65,0.083333333333333,28.4,4503.9799999999996,Capital Region COG
NEWTOWN,JG,2010,98,97,F,131727748,9137294,159321276,6691036,11984235,90659137,104799321,69998613,14752827,106501309,119190,119190,430130,430130,-2012928,-1511555,-2012928,0,,74527177,74527177,1354552,1000000,9257603,N,7903051,N,N,90216520,89465838,0.991679107108099,91284871,89897665,0.984803549757988,27605,Aa1,57.76,3911851782,5018212097.03,42,0.06781045751634,23.43,5534.24,Housatonic Council of Elected Ofcls
OLD LYME,BP,2011,106,105,NL,12172355,5806440,17978795,2070343,1149521,29646878,31739668,22632353,345062,30551341,228989,228989,620473,620473,796843,619132,796843,0,22356313.61,4380000,26736313.61,,,4533198,N,,N,N,29520967,29134265,0.986900767850863,30173912,29438119,0.975614928551525,7587,,23.1,1621924571,2317632930,8,0.064280668707323,18.600000000000001,1221.31,Lower CT River Valley COG
OLD SAYBROOK,JG,2011,107,106,M,71489201,6204842,77867865,78616,2804695,34600130,38311019,22975131,2653486,37982697,0,283578,155000,155000,173322,-188414,456900,0,,21035000,21035000,,,2668686,Y,,N,N,34526118,34313107,0.993830438742056,34821736,34431098,0.988781776991245,10265,Aa2,15.04,2477571742,3173317524.59,25,0.0740809506127,13.99,1568.88,Lower CT River Valley COG
ORANGE,JG,2011,108,107,NH,22287097,7723686,30039987,-1596630,3244842,51074882,56177870,37879596,2172711,56938073,109000,217949,0,0,-651203,-1393961,-542254,0,23413063.16,14457160,37870223.16,,,7014506,Y,,N,N,50970656,50511953,0.991000645547901,51483028,50850491,0.987713679156556,13933,Aa1,17.190000000000001,1742909103,2388947379.66,11,0.065459989112684,28.3,2509,South Central Regional COG
OXFORD,BP,2011,109,108,NH,63121986,9001764,72133400,1126579,7659463,30850616,40815489,27216870,3177220,40704206,40000,40000,405172,405172,-253889,-128935,-253889,0,,29279791,29279791,,,3467700,N,,N,N,30990184,30372988,0.980084145353897,35138598,30710101,0.873970583573084,12662,Aa2,32.89,1468375572,2090210294.99,17,0.067711099309612,21.05,2245.4899999999998,COG of Central Naugatuck Valley
PLAINFIELD,JG,2011,110,109,W,61865584,1512491,63378075,-1109456,22133687,20653189,44594066,34521797,3094407,44908304,0,260710,15583,15583,-329821,-1087075,-69111,0,,16101862,16101862,,,4798891,Y,,N,N,20407365,19698600,0.965269156503057,21936637,20318331,0.926228163414474,15369,Aa3,42.26,1010404732,1368849724.8,183,0.111111111111111,20.190000000000001,2506.63,Northeastern CT COG
PLAINVILLE,JG,2011,111,110,H,72321549,15967192,89348961,2025112,15124016,39566117,55606826,35631512,5812452,54073431,315864,4073021,1373595,5246161,475664,-1670575,360255,0,,64503526,64503526,,,3596778,Y,,N,Y,38841741,37977381,0.977746620575015,40778568,38966048,0.955552141997728,17730,Aa3,9.76,1390283620,1970066222.13,89,0.086799276672694,28.01,2500.37,Central CT RPA
PLYMOUTH,BP,2011,112,111,L,161399980,10967676,173480274,810549,13200523,24976767,38869629,24167940,3231093,38916836,855000,10923678,633000,10701678,174793,213563,174793,0,,17905635,17905635,,,3229243,N,,N,N,25267568,24229603,0.958921056430916,27334419,24609934,0.900327678448187,12169,Aa3,21.72,821931703,1142032033.25,67,0.101210585585586,30.85,1907.89,Central CT RPA
POMFRET,BP,2011,113,112,W,11908723,936690,13602728,1597985,4336298,7588642,12066024,10042111,178127,11659752,19435,19435,581996,581996,-156289,-304768,-156289,0,,458046,458046,,,876898,N,,N,N,7584867,7465280,0.984233474364152,7689637,7525729,0.97868455949221,4236,,40.29,353436449,508169747.14,8,0.076463049978642,21.55,744.72,Northeastern CT COG
PORTLAND,JG,2011,114,113,M,58700834,4335780,63481370,827335,6067731,23927858,30875614,19306090,2683890,29700818,0,0,820830,820830,353966,656451,353966,0,,19861993,19861993,,,3911328,Y,,N,N,23691034,23299787,0.983485440103627,24494340,23688965,0.967119955059006,9530,Aa3,23.4,851352046,1136444990.78,32,0.077008310249308,27.8,1444.33,Lower CT River Valley COG
PRESTON,BP,2011,115,114,NL,12013229,1547812,14163492,567024,5164392,8910743,15109938,10843392,754621,14512059,14,25829,573717,573717,24176,-40017,49991,0,,4322127,4322127,,,1805734,N,,N,N,8668881,8435049,0.973026276401764,9049578,8743057,0.966128696829841,4716,,30.89,449648242,587108054.79,17,0.078995267564616,19.239999999999998,661.8,Southeastern CT COG
PROSPECT,JG,2011,116,115,NH,15621009,1146501,16991735,527195,5929171,21016543,27455577,19839615,593981,27911884,221736,759576,2000,2000,-236571,-69372,301269,0,13058026.08,2612503,15670529.08,,,502514,N,,N,N,20696927,20448212,0.987982998635498,21271870,20745199,0.975240963770463,9390,A1,14.32,819547973,1199311642.5,27,0.082337317397078,25.26,1548.43,COG of Central Naugatuck Valley
PUTNAM,JG,2011,117,116,W,26603923,4724894,32183814,223881,10594761,8773866,22584315,17752764,5325,22259882,0,0,100000,100000,224433,55176,224433,0,,0,0,,,2072036,Y,,N,N,8691451,8455665,0.972871503273734,9190568,8632602,0.939289280053202,9562,,20.29,624626504,878101754.52,129,0.094511086877499,13.94,1282.26,Northeastern CT COG
REDDING,JG,2011,118,117,F,32091707,10650817,42744624,5098103,3091256,43297765,47713943,33466941,1906514,45327300,0,551579,226416,226416,2160227,1551131,2711806,0,11156364.59,19962953,31119317.59,,,6205875,N,,N,N,44117180,42930490,0.973101408566912,45153268,43177488,0.956242812812574,9250,Aa1,31.5,1992858353,2433477139.67,7,0.058338486909915,22.22,1726.95,Housatonic Council of Elected Ofcls
RIDGEFIELD,BP,2011,119,118,F,79350980,16601772,96010505,7853781,9759437,111206601,128725423,83395812,14718104,126947323,0,0,1159171,1159171,618929,-301258,618929,0,,100410956,100410956,,,10274665,Y,,N,Y,111397853,109814265,0.985784393887735,114775031,110676849,0.96429378442076,24885,Aaa,34.43,5516834945,7210544084.19,13,0.062717193446963,20.399999999999999,5456.92,Housatonic Council of Elected Ofcls
